Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
mcb72362c,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,329,330,11,11,2,1,live,1353
m7eecb05b,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,329,330,11,11,2,3,live,1344
md32f0ad1,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,334,335,11,11,3,2,live,1234
m92824e44,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,334,335,11,11,3,4,live,1217
m5aa25869,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,581,582,22,22,3,2,live,1382
m7cff0ff8,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,581,582,22,22,3,4,live,1306
m557d5c1f,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,688,689,25,25,0,1,live,1197
m5f5e7730,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,693,694,25,25,1,0,live,1217
m85bfd788,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,693,694,25,25,1,2,live,1369
me9255157,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,713,714,26,26,1,0,live,1330
m9b2b958b,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,713,714,26,26,1,2,live,1205
m2e600ced,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,718,719,26,26,2,1,live,1378
mff756ff7,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,718,719,26,26,2,3,live,1308
m9794248d,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,738,739,27,27,2,1,live,1413
m756590de,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,738,739,27,27,2,3,live,1323
m68f7dd96,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,743,744,27,27,3,2,live,1312
m3e634285,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,743,744,27,27,3,4,live,1347
m12bb8589,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,999,1000,39,39,3,2,live,1388
m1dc0fab9,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,999,1000,39,39,3,4,live,1374
m533a9aad,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1106,1107,42,42,0,1,live,1366
mc4b8aebe,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1111,1112,42,42,1,0,live,1357
m7d6b6ce6,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1111,1112,42,42,1,2,live,1367
m64f1ce18,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1131,1132,43,43,1,0,live,1376
m5ff81e63,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1131,1132,43,43,1,2,live,1205
m12489b80,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1136,1137,43,43,2,1,live,1360
me64b5b20,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1136,1137,43,43,2,3,live,1349
m680f5c19,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1156,1157,44,44,2,1,live,1370
m9dddf482,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1156,1157,44,44,2,3,live,1317
m01c76e17,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1161,1162,44,44,3,2,live,1255
m389efa46,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1161,1162,44,44,3,4,live,1349
m27436a64,/home/farin/SolMutator/contracts/loopingExample.sol,ILR,1235,1236,48,48,0,1,live,1324
m5e2e0c40,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,398,408,14,14,i < length,true,live,1239
m55fb37fa,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,398,408,14,14,i < length,false,live,1365
m8d8783b8,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,817,827,31,31,i < length,true,live,1199
m28d0df94,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,817,827,31,31,i < length,false,live,1356
m3d71c1ef,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,1238,1248,48,48,i < length,true,live,1383
m3dbb18d9,/home/farin/SolMutator/contracts/loopingExample.sol,LSC,1238,1248,48,48,i < length,false,live,1377
mb35a461d,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,437,439,15,15,++,--,live,1381
m6472751c,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,437,439,15,15,++," ",live,1362
m6ba4cdce,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,856,858,32,32,++,--,live,1411
m4d48da5e,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,856,858,32,32,++," ",live,1400
mdc1994f1,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,1251,1253,48,48,++,--,live,1290
me9784e36,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,1251,1253,48,48,++," ",live,1368
m524bcd7a,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,1281,1283,49,49,++,--,live,1394
me6c995c3,/home/farin/SolMutator/contracts/loopingExample.sol,UORD,1281,1283,49,49,++," ",live,1367
me05ae8aa,/home/farin/SolMutator/contracts/OperatorExample.sol,AOR,204,208,9,9," += "," -= ",live,1404
m6cb9a0ec,/home/farin/SolMutator/contracts/OperatorExample.sol,AOR,204,208,9,9," += ","  = ",live,1323
mabba7536,/home/farin/SolMutator/contracts/OperatorExample.sol,AOR,204,208,9,9," += "," /= ",live,1378
mb8b08ddd,/home/farin/SolMutator/contracts/OperatorExample.sol,AOR,204,208,9,9," += "," *= ",live,1371
m5ed69051,/home/farin/SolMutator/contracts/OperatorExample.sol,AOR,204,208,9,9," += "," %= ",live,1516
m7f77bd29,/home/farin/SolMutator/contracts/OperatorExample.sol,BOR,373,376,17,17," + "," - ",live,1226
m8b829335,/home/farin/SolMutator/contracts/OperatorExample.sol,BOR,373,376,17,17," + "," * ",live,1374
md1a9b2e1,/home/farin/SolMutator/contracts/OperatorExample.sol,BOR,373,376,17,17," + "," / ",live,1204
m426f9269,/home/farin/SolMutator/contracts/OperatorExample.sol,BOR,373,376,17,17," + "," ** ",live,1321
m00cc930a,/home/farin/SolMutator/contracts/OperatorExample.sol,BOR,373,376,17,17," + "," % ",live,2491
m31f9c8bb,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,160,188,8,8,"function increment() public ","function increment() external ",live,1228
md06e464a,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,160,188,8,8,"function increment() public ","function increment() internal ",live,1345
mf0b0b28e,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,160,188,8,8,"function increment() public ","function increment() private ",live,1307
m0e3f97cd,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,320,348,16,16,"function increment() public ","function increment() external ",live,1363
md72a4a5f,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,320,348,16,16,"function increment() public ","function increment() internal ",live,1406
mf8e3eb1d,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,320,348,16,16,"function increment() public ","function increment() private ",live,1359
m579a3def,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,487,515,23,23,"function increment() public ","function increment() external ",live,1306
me498632d,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,487,515,23,23,"function increment() public ","function increment() internal ",live,1335
me49ad9c5,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,487,515,23,23,"function increment() public ","function increment() private ",live,1202
m22d51470,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,642,670,30,30,"function increment() public ","function increment() external ",live,1564
m34699731,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,642,670,30,30,"function increment() public ","function increment() internal ",live,1352
m31b2006e,/home/farin/SolMutator/contracts/OperatorExample.sol,FVR,642,670,30,30,"function increment() public ","function increment() private ",live,1377
m6376546c,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,110,111,6,6,0,1,live,1199
m1bc5d87f,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,208,209,9,9,1,0,live,1221
m93daf495,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,208,209,9,9,1,2,live,1322
m21cedbab,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,270,271,14,14,0,1,live,1325
m40bb2f77,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,376,377,17,17,1,0,live,1200
md3ae24ea,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,376,377,17,17,1,2,live,1373
m81bb7a71,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,437,438,21,21,0,1,live,1210
mf345f28c,/home/farin/SolMutator/contracts/OperatorExample.sol,ILR,592,593,28,28,0,1,live,1247
m08b14721,/home/farin/SolMutator/contracts/OperatorExample.sol,OLFD,160,216,8,10,function increment() public {        _value += 1;    },,live,1316
mcb6a8ad8,/home/farin/SolMutator/contracts/OperatorExample.sol,OLFD,320,384,16,18,function increment() public {        _value = _value + 1;    },,live,1355
m9e01e267,/home/farin/SolMutator/contracts/OperatorExample.sol,OLFD,487,540,23,25,function increment() public {        _value++;    },,live,1197
m926af22e,/home/farin/SolMutator/contracts/OperatorExample.sol,OLFD,642,695,30,32,function increment() public {        ++_value;    },,live,1243
m2f0d3525,/home/farin/SolMutator/contracts/OperatorExample.sol,UORD,526,533,24,24,value++,value--,live,1215
m7c1bde3c,/home/farin/SolMutator/contracts/OperatorExample.sol,UORD,526,533,24,24,value++,"value ",live,1260
m19b5463a,/home/farin/SolMutator/contracts/OperatorExample.sol,UORD,680,687,31,31,++_valu,--_valu,live,1526
md4b3556b,/home/farin/SolMutator/contracts/OperatorExample.sol,UORD,680,687,31,31,++_valu," _valu",live,1234
m6214cf82,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,85,111,6,6,uint256 private _value = 0,uint256 public _value = 0,live,1392
m3d35264c,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,85,111,6,6,uint256 private _value = 0,uint256 internal _value = 0,live,1312
m547f58e9,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,245,271,14,14,uint256 private _value = 0,uint256 public _value = 0,live,1236
m5331421e,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,245,271,14,14,uint256 private _value = 0,uint256 internal _value = 0,live,1367
mde658969,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,412,438,21,21,uint256 private _value = 0,uint256 public _value = 0,live,1266
m2801b88b,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,412,438,21,21,uint256 private _value = 0,uint256 internal _value = 0,live,1271
mf4db19b2,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,567,593,28,28,uint256 private _value = 0,uint256 public _value = 0,live,1333
m1f0cc2ed,/home/farin/SolMutator/contracts/OperatorExample.sol,VVR,567,593,28,28,uint256 private _value = 0,uint256 internal _value = 0,live,1444
m8d79d296,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,759,762,26,26," > "," >=  ",live,1414
m58c09e42,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,759,762,26,26," > "," <=  ",live,1328
m350b6e05,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,759,762,26,26," > "," < ",live,1246
md0149d13,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,759,762,26,26," > "," != ",live,1215
m24ab4be2,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,759,762,26,26," > "," == ",live,1325
mcf4a31d3,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,771,774,26,26," / "," + ",live,1316
m99694974,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,771,774,26,26," / "," - ",live,1368
mbb830f2c,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,771,774,26,26," / "," * ",live,1308
me346dcac,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,771,774,26,26," / "," ** ",live,1328
m8b5519a1,/home/farin/SolMutator/contracts/refundsExample.sol,BOR,771,774,26,26," / "," % ",live,1221
me2654d65,/home/farin/SolMutator/contracts/refundsExample.sol,EHC,742,820,26,26,"require(gasleft() > gasleft() / 2, ""Refund cannot surpass half the gas used"");","/* require(gasleft() > gasleft() / 2, ""Refund cannot surpass half the gas used""); */",live,1237
mc07e07d8,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,228,317,10,10,"function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) external ","function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) public ",live,1358
mdf49e222,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,228,317,10,10,"function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) external ","function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) internal ",live,1349
me0659d21,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,228,317,10,10,"function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) external ","function updateValuesAndFreeStorageSlot(uint256 _newValue1, uint256 _newValue2) private ",live,1309
mfd014334,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,635,671,24,24,"function destroyContract() external ","function destroyContract() public ",live,1203
mda52c5c8,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,635,671,24,24,"function destroyContract() external ","function destroyContract() internal ",live,1356
mfff8796f,/home/farin/SolMutator/contracts/refundsExample.sol,FVR,635,671,24,24,"function destroyContract() external ","function destroyContract() private ",live,1343
m015f774d,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),tx.gasprice,live,1414
mf4150019,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),block.gaslimit,live,1316
m7684e726,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),block.number,live,1237
ma2082d51,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),block.difficulty,live,1308
m760ebcc1,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),block.timestamp,live,1387
m4eeb7b52,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,750,759,26,26,gasleft(),msg.value,stillborn,418
m433c8635,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),tx.gasprice,live,1339
m22bca482,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),block.gaslimit,live,1324
m3c2e7380,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),block.number,live,1326
md2e71514,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),block.difficulty,live,1323
m86d3a4e9,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),block.timestamp,live,1225
mb51f1835,/home/farin/SolMutator/contracts/refundsExample.sol,GVR,762,771,26,26,gasleft(),msg.value,stillborn,405
m6ee4d3fc,/home/farin/SolMutator/contracts/refundsExample.sol,ILR,774,775,26,26,2,1,live,1250
mea463c82,/home/farin/SolMutator/contracts/refundsExample.sol,ILR,774,775,26,26,2,3,live,1332
mbdb2bb91,/home/farin/SolMutator/contracts/refundsExample.sol,SFI,671,672,24,29,{,{ selfdestruct(payable(msg.sender));,live,1216
m8caec61e,/home/farin/SolMutator/contracts/refundsExample.sol,SFD,830,864,28,28,selfdestruct(payable(msg.sender));,/* selfdestruct(payable(msg.sender)); */,live,1206
m76c8aa99,/home/farin/SolMutator/contracts/refundsExample.sol,TOR,851,861,28,28,msg.sender,tx.origin,live,1328
m010c551c,/home/farin/SolMutator/contracts/refundsExample.sol,VVR,121,142,6,6,uint256 public value1,uint256 internal value1,live,1250
me99329d0,/home/farin/SolMutator/contracts/refundsExample.sol,VVR,121,142,6,6,uint256 public value1,uint256 private value1,live,1354
m126a31ff,/home/farin/SolMutator/contracts/refundsExample.sol,VVR,147,168,7,7,uint256 public value2,uint256 internal value2,live,1340
m9a516a96,/home/farin/SolMutator/contracts/refundsExample.sol,VVR,147,168,7,7,uint256 public value2,uint256 private value2,live,1320
m17495d33,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,242,245,7,7," * "," + ",live,1253
mff35c9b5,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,242,245,7,7," * "," - ",live,1328
m598dc217,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,242,245,7,7," * "," / ",live,1359
m97829aa0,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,242,245,7,7," * "," ** ",live,1335
mf81c5d3d,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,242,245,7,7," * "," % ",live,1336
md6798f66,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,442,445,16,16," * "," + ",live,1338
m597ea650,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,442,445,16,16," * "," - ",live,1203
m867da731,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,442,445,16,16," * "," / ",live,1356
m552de904,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,442,445,16,16," * "," ** ",live,1359
m2cba4411,/home/farin/SolMutator/contracts/returnValueExample.sol,BOR,442,445,16,16," * "," % ",live,1344
m9fffb966,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,92,172,5,5,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256) ","function calculateProduct(uint256 a, uint256 b) public pure returns (uint256) ",live,1330
mddbb26a9,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,92,172,5,5,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256) ","function calculateProduct(uint256 a, uint256 b) internal pure returns (uint256) ",live,1343
mfba90e05,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,92,172,5,5,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256) ","function calculateProduct(uint256 a, uint256 b) private pure returns (uint256) ",live,1224
mb21a1f5a,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,289,377,12,12,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256 product) ","function calculateProduct(uint256 a, uint256 b) public pure returns (uint256 product) ",live,1354
mdde9d3e6,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,289,377,12,12,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256 product) ","function calculateProduct(uint256 a, uint256 b) internal pure returns (uint256 product) ",live,1209
m69b8816b,/home/farin/SolMutator/contracts/returnValueExample.sol,FVR,289,377,12,12,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256 product) ","function calculateProduct(uint256 a, uint256 b) private pure returns (uint256 product) ",live,1330
m02500d7b,/home/farin/SolMutator/contracts/returnValueExample.sol,OLFD,92,253,5,8,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256) {        // Without naming the return value directly        return a * b;    }",,live,1316
m4d6cb030,/home/farin/SolMutator/contracts/returnValueExample.sol,OLFD,289,450,12,18,"function calculateProduct(uint256 a, uint256 b) external pure returns (uint256 product) {       // Naming the return value directly       product = a * b;}",,live,1393
m9271ed25,/home/farin/SolMutator/contracts/returnValueExample.sol,RSD,234,247,7,7,return a * b;,/* return a * b; */,live,1325
ma5080184,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,454,458,18,18," += "," -= ",live,1238
mabfd4493,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,454,458,18,18," += ","  = ",live,1205
mcef9e1e1,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,454,458,18,18," += "," /= ",live,1382
m4d18de86,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,454,458,18,18," += "," *= ",live,1365
md2db5f10,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,454,458,18,18," += "," %= ",live,1356
m8f7a0681,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,609,613,24,24," += "," -= ",live,1359
m90518802,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,609,613,24,24," += ","  = ",live,1190
m1169947b,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,609,613,24,24," += "," /= ",live,1204
mece75b83,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,609,613,24,24," += "," *= ",live,1362
m5d3dc66b,/home/farin/SolMutator/contracts/uint8VSuint256.sol,AOR,609,613,24,24," += "," %= ",live,1371
md5aa0846,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,410,413,17,17," < "," <= ",live,1212
mb6f6dacd,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,410,413,17,17," < "," >=  ",live,1207
md8158042,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,410,413,17,17," < "," > ",live,1390
mc34ee537,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,410,413,17,17," < "," != ",live,1345
m30e18d70,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,410,413,17,17," < "," == ",live,1361
mb06d6f99,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,563,566,23,23," < "," <= ",live,1371
m94648266,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,563,566,23,23," < "," >=  ",live,1379
m3e1dc1fc,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,563,566,23,23," < "," > ",live,1352
mb550befc,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,563,566,23,23," < "," != ",live,1364
md8d5b492,/home/farin/SolMutator/contracts/uint8VSuint256.sol,BOR,563,566,23,23," < "," == ",live,1207
m3ee3b6c3,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,149,195,8,8,"function setUint8Value(uint8 _value) external ","function setUint8Value(uint8 _value) public ",live,1368
m59333e29,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,149,195,8,8,"function setUint8Value(uint8 _value) external ","function setUint8Value(uint8 _value) internal ",live,1492
m41a80b6f,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,149,195,8,8,"function setUint8Value(uint8 _value) external ","function setUint8Value(uint8 _value) private ",live,1510
me6e76d6b,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,237,287,12,12,"function setUint256Value(uint256 _value) external ","function setUint256Value(uint256 _value) public ",live,1198
m2c1a6767,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,237,287,12,12,"function setUint256Value(uint256 _value) external ","function setUint256Value(uint256 _value) internal ",live,1430
mef75c9b8,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,237,287,12,12,"function setUint256Value(uint256 _value) external ","function setUint256Value(uint256 _value) private ",live,1356
m594511a6,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,331,381,16,16,"function loopWithUint8(uint8 iterations) external ","function loopWithUint8(uint8 iterations) public ",live,1376
mdc8f9dbb,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,331,381,16,16,"function loopWithUint8(uint8 iterations) external ","function loopWithUint8(uint8 iterations) internal ",live,1355
mac7c4365,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,331,381,16,16,"function loopWithUint8(uint8 iterations) external ","function loopWithUint8(uint8 iterations) private ",live,1348
mfd85ef1f,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,482,534,22,22,"function loopWithUint256(uint8 iterations) external ","function loopWithUint256(uint8 iterations) public ",live,1381
ma38f0790,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,482,534,22,22,"function loopWithUint256(uint8 iterations) external ","function loopWithUint256(uint8 iterations) internal ",live,1380
m0feb956c,/home/farin/SolMutator/contracts/uint8VSuint256.sol,FVR,482,534,22,22,"function loopWithUint256(uint8 iterations) external ","function loopWithUint256(uint8 iterations) private ",live,1195
ma995b501,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,406,407,17,17,0,1,live,1414
mf8c6b11f,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,458,459,18,18,1,0,live,1463
m0894d0af,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,458,459,18,18,1,2,live,1350
m051997f6,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,559,560,23,23,0,1,live,1379
me3906321,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,613,614,24,24,1,0,live,1195
m420d6784,/home/farin/SolMutator/contracts/uint8VSuint256.sol,ILR,613,614,24,24,1,2,live,1357
m76b64e0f,/home/farin/SolMutator/contracts/uint8VSuint256.sol,LSC,409,423,17,17,i < iterations,true,live,1209
m14c2bba0,/home/farin/SolMutator/contracts/uint8VSuint256.sol,LSC,409,423,17,17,i < iterations,false,live,1378
m495d807c,/home/farin/SolMutator/contracts/uint8VSuint256.sol,LSC,562,576,23,23,i < iterations,true,live,1398
m3b2ba737,/home/farin/SolMutator/contracts/uint8VSuint256.sol,LSC,562,576,23,23,i < iterations,false,live,1361
m09544270,/home/farin/SolMutator/contracts/uint8VSuint256.sol,UORD,426,428,17,17,++,--,live,1368
mdad9c1b2,/home/farin/SolMutator/contracts/uint8VSuint256.sol,UORD,426,428,17,17,++," ",live,1207
m6451bc38,/home/farin/SolMutator/contracts/uint8VSuint256.sol,UORD,579,581,23,23,++,--,live,1363
m8a4cfbe1,/home/farin/SolMutator/contracts/uint8VSuint256.sol,UORD,579,581,23,23,++," ",live,1389
m47b50952,/home/farin/SolMutator/contracts/uint8VSuint256.sol,VVR,86,109,5,5,uint8 public uint8Value,uint8 internal uint8Value,live,1356
mbee847d0,/home/farin/SolMutator/contracts/uint8VSuint256.sol,VVR,86,109,5,5,uint8 public uint8Value,uint8 private uint8Value,live,1384
m8e1d8a5c,/home/farin/SolMutator/contracts/uint8VSuint256.sol,VVR,115,142,6,6,uint256 public uint256Value,uint256 internal uint256Value,live,1360
m221261cb,/home/farin/SolMutator/contracts/uint8VSuint256.sol,VVR,115,142,6,6,uint256 public uint256Value,uint256 private uint256Value,live,1464
